3  (1,4)
154.25,F3  (2,5)
154.296875,E3  (10,13)
154.375,Bb3  (9,12)
154.5,D1  (9,12)
154.5,Gb1  (9,12)
154.5,Bb3  (9,12)
154.5026041667,D3  (9,12)
154.546875,D3  (10,13)
154.625,Bb3  (9,12)
154.625,D3  (2,5)
154.625,A3  (2,5)
154.625,F3  (2,5)
154.65625,G3  (6,9)
154.65625,C3  (6,9)
154.65625,E3  (6,9)
154.75,Gb1  (9,12)
154.75,Bb3  (9,12)
154.8125,E3  (10,13)
154.875,C1  (9,12)
154.875,Bb3  (9,12)
154.8802083333,Eb3  (9,12)
154.8802083333,D1  (0,3)
155,C1  (9,12)
155,Gb1  (9,12)
155,Bb3  (9,12)
155,A3  (2,5)
155,D3  (2,5)
155,F3  (2,5)
155.0052083333,Eb3  (9,12)
155.0052083333,D1  (0,3)
155.0625,D3  (10,13)
155.125,Bb3  (9,12)
155.1302083333,Eb3  (9,12)
155.2447916667,E4  (7,10)
155.25,Gb1  (9,12)
155.25,Bb3  (9,12)
155.2552083333,E3  (9,12)
155.3333333333,A3  (5,8)
155.3333333333,F3  (5,8)
155.3333333333,D3  (5,8)
155.375,Bb3  (9,12)
155.375,A3  (2,5)
155.375,D3  (2,5)
155.375,F3  (2,5)
155.5,D1  (9,12)
155.5,Gb1  (9,12)
155.5,Bb3  (9,12)
155.5,F1  (9,12)
155.5,F3  (1,4)
155.5,A3  (1,4)
155.5,D2  (1,4)
155.5,C4  (1,4)
155.5,D3  (1,4)
155.5026041667,D3  (9,12)
155.5052083333,Gb2  (9,12)
155.6197916667,F4  (7,10)
155.625,Bb3  (9,12)
155.6302083333,E0  (0,3)
155.75,Bb1  (9,12)
155.75,Bb3  (9,12)
155.75,A3  (2,5)
155.75,D3  (2,5)
155.75,F3  (2,5)
155.7552083333,E3  (9,12)
155.7552083333,F0  (0,3)
155.875,Bb3  (9,12)
155.875,F3  (2,5)
155.875,D3  (2,5)
155.875,A3  (2,5)
155.8802083333,Gb0  (0,3)
155.9947916667,Bb3  (7,10)
156,C1  (9,12)
156,Gb1  (9,12)
156,Bb3  (9,12)
156,G1  (1,4)
156,Bb3  (1,4)
156,F3  (1,4)
156,D3  (1,4)
156.0052083333,G0  (0,3)
156.0052083333,E3  (9,12)
156.125,Bb3  (9,12)
156.25,Gb1  (9,12)
156.25,Bb3  (9,12)
156.25,Bb2  (2,5)
156.25,F3  (2,5)
156.25,D3  (2,5)
156.375,Bb3  (9,12)
156.3802083333,G1  (0,3)
156.5,D1  (9,12)
156.5,Gb1  (9,12)
156.5,Bb3  (9,12)
156.5026041667,D3  (9,12)
156.5052083333,A0  (0,3)
156.625,Bb3  (9,12)
156.625,F3  (2,5)
156.625,Bb2  (2,5)
156.625,D3  (2,5)
156.75,Gb1  (9,12)
156.75,Bb3  (9,12)
156.875,C1  (9,12)
156.875,Bb3  (9,12)
156.8802083333,Eb3  (9,12)
156.8802083333,A1  (0,3)
157,C1  (9,12)
157,Gb1  (9,12)
157,Bb3  (9,12)
157,F3  (2,5)
157,D3  (2,5)
157,Bb2  (2,5)
157.0052083333,Bb0  (0,3)
157.0052083333,Eb3  (9,12)
157.125,Bb3  (9,12)
157.1302083333,Eb3  (9,12)
157.25,Gb1  (9,12)
157.25,Bb3  (9,12)
157.2552083333,E3  (9,12)
157.3333333333,G3  (5,8)
157.3333333333,E3  (5,8)
157.3333333333,C3  (5,8)
157.375,Bb3  (9,12)
157.375,F3  (2,5)
157.375,D3  (2,5)
157.375,Bb2  (2,5)
157.3802083333,Bb1  (0,3)
157.4947916667,C4  (7,10)
157.5,C1  (9,12)
157.5,D1  (9,12)
157.5,Gb1  (9,12)
157.5,Bb3  (9,12)
157.5026041667,D3  (9,12)
157.5052083333,C1  (0,3)
157.5052083333,Gb2  (9,12)
157.625,Bb3  (9,12)
157.75,A3  (1,4)
157.75,C4  (1,4)
157.75,A1  (1,4)
157.75,E3  (1,4)
157.75,Bb1  (9,12)
157.75,Bb3  (9,12)
157.75,C3  (2,5)
157.75,A2  (2,5)
157.75,F3  (2,5)
157.7552083333,E3  (9,12)
157.875,Bb3  (9,12)
157.875,C3  (2,5)
157.875,A2  (2,5)
157.875,F3  (2,5)
157.8802083333,C1  (0,3)
157.9947916667,D4  (7,10)
158,A3  (1,4)
158,F3  (1,4)
158,D3  (1,4)
158,Bb1  (1,4)
158,C1  (9,12)
158,Gb1  (9,12)
158,Bb3  (9,12)
158.0052083333,Bb0  (0,3)
158.0052083333,E3  (9,12)
158.125,Bb3  (9,12)
158.2135416667,D3  (10,13)
158.25,Gb1  (9,12)
158.25,Bb3  (9,12)
158.25,Bb2  (2,5)
158.25,F3  (2,5)
158.25,D3  (2,5)
158.328125,E3  (10,13)
158.375,Bb3  (9,12)
158.5,D1  (9,12)
158.5,Gb1  (9,12)
158.5,Bb3  (9,12)
158.5026041667,D3  (9,12)
158.5625,D3  (10,13)
158.625,Bb3  (9,12)
158.625,F3  (2,5)
158.625,D3  (2,5)
158.625,Bb2  (2,5)
158.6302083333,Bb1  (0,3)
158.75,Gb1  (9,12)
158.75,Bb3  (9,12)
158.8177083333,E3  (10,13)
158.875,C1  (9,12)
158.875,Bb3  (9,12)
158.8802083333,Bb0  (0,3)
158.8802083333,Eb3  (9,12)
159,C1  (9,12)
159,Gb1  (9,12)
159,Bb3  (9,12)
159,F3  (2,5)
159,D3  (2,5)
159,Bb2  (2,5)
159.0052083333,Bb0  (0,3)
159.0052083333,Eb3  (9,12)
159.0625,D3  (10,13)
159.125,Bb3  (9,12)
159.1302083333,Eb3  (9,12)
159.25,Gb1  (9,12)
159.25,Bb3  (9,12)
159.2552083333,E3  (9,12)
159.3333333333,D3  (5,8)
159.3333333333,A2  (5,8)
159.3333333333,F3  (5,8)
159.375,Bb2  (2,5)
159.375,F3  (2,5)
159.375,D3  (2,5)
159.375,Bb3  (9,12)
159.5,D1  (9,12)
159.5,Gb1  (9,12)
159.5,Bb3  (9,12)
159.5,F1  (9,12)
159.5026041667,D3  (9,12)
159.5052083333,Gb2  (9,12)
159.625,Bb3  (9,12)
159.75,Bb1  (9,12)
159.75,Bb3  (9,12)
159.75,F3  (2,5)
159.75,D3  (2,5)
159.75,Bb2  (2,5)
159.7552083333,E3  (9,12)
159.875,Bb3  (9,12)
159.875,Bb2  (2,5)
159.875,D3  (2,5)
159.875,F3  (2,5)
159.8802083333,Bb0  (0,3)
159.9947916667,C4  (7,10)
160,E3  (1,4)
160,G3  (1,4)
160,C3  (1,4)
160,A1  (1,4)
160,C1  (9,12)
160,Gb1  (9,12)
160,Bb3  (9,12)
160.0052083333,A0  (0,3)
160.0052083333,E3  (9,12)
160.125,Bb3  (9,12)
160.203125,D3  (10,13)
160.25,E3  (2,5)
160.25,A2  (2,5)
160.25,C3  (2,5)
160.25,Gb1  (9,12)
160.25,Bb3  (9,12)
160.3125,E3  (10,13)
160.375,Bb3  (9,12)
160.5,D1  (9,12)
160.5,Gb1  (9,12)
160.5,Bb3  (9,12)
160.5026041667,D3  (9,12)
160.546875,D3  (10,13)
160.625,Bb3  (9,12)
160.625,E3  (2,5)
160.625,C3  (2,5)
160.625,A2  (2,5)
160.6302083333,A1  (0,3)
160.75,Gb1  (9,12)
160.75,Bb3  (9,12)
160.8072916667,E3  (10,13)
160.875,C1  (9,12)
160.875,Bb3  (9,12)
160.8802083333,Eb3  (9,12)
161,E3  (2,5)
161,C3  (2,5)
161,A2  (2,5)
161,C1  (9,12)
161,Gb1  (9,12)
161,Bb3  (9,12)
161.0052083333,E1  (0,3)
161.0052083333,Eb3  (9,12)
161.0677083333,D3  (10,13)
161.125,Bb3  (9,12)
161.1302083333,Eb3  (9,12)
161.25,C1  (9,12)
161.25,Gb1  (9,12)
161.25,Bb3  (9,12)
161.2552083333,D1  (0,3)
161.2552083333,E3  (9,12)
161.3333333333,Bb2  (5,8)
161.3333333333,G2  (5,8)
161.375,E3  (2,5)
161.375,C3  (2,5)
161.375,A2  (2,5)
161.375,Bb3  (9,12)
161.5,C1  (9,12)
161.5,D1  (9,12)
161.5,Bb1  (9,12)
161.5,Bb3  (9,12)
161.5026041667,D3  (9,12)
161.5052083333,F1  (9,12)
161.5052083333,Gb2  (9,12)
161.625,Bb3  (9,12)
161.6302083333,A0  (0,3)
161.75,E3  (2,5)
161.75,C3  (2,5)
161.75,A2  (2,5)
161.75,D1  (9,12)
161.75,Bb3  (9,12)
161.7552083333,E3  (9,12)
161.875,C3  (2,5)
161.875,E3  (2,5)
161.875,A2  (2,5)
161.875,D1  (9,12)
161.875,Bb3  (9,12)
161.9947916667,D4  (7,10)
162,D3  (1,4)
162,A3  (1,4)
162,D2  (1,4)
162,F3  (1,4)
162,C1  (9,12)
162,Gb1  (9,12)
162,Bb3  (9,12)
162.0052083333,D1  (0,3)
162.0052083333,Db2  (9,12)
162.0052083333,E3  (9,12)
162.125,Bb3  (9,12)
162.1979166667,D3  (10,13)
162.25,D3  (2,5)
162.25,A3  (2,5)
162.25,F3  (2,5)
162.25,Gb1  (9,12)
162.25,Bb3  (9,12)
162.296875,E3  (10,13)
162.375,Bb3  (9,12)
162.5,D1  (9,12)
162.5,Gb1  (9,12)
162.5,Bb3  (9,12)
162.5026041667,D3  (9,12)
162.546875,D3  (10,13)
162.625,D3  (2,5)
162.625,A3  (2,5)
162.625,F3  (2,5)
162.625,Bb3  (9,12)
162.75,Gb1  (9,12)
162.75,Bb3  (9,12)
162.7552083333,D1  (0,3)
162.8125,E3  (10,13)
162.875,C1  (9,12)
162.875,Bb3  (9,12)
162.8802083333,Eb3  (9,12)
163,A3  (2,5)
163,D3  (2,5)
163,F3  (2,5)
163,C1  (9,12)
163,Gb1  (9,12)
163,Bb3  (9,12)
163.0052083333,D1  (0,3)
163.0052083333,Eb3  (9,12)
163.0625,D3  (10,13)
163.125,Bb3  (9,12)
163.1302083333,Eb3  (9,12)
163.2447916667,E4  (7,10)
163.25,Gb1  (9,12)
163.25,Bb3  (9,12)
163.2552083333,E3  (9,12)
163.3333333333,Bb2  (5,8)
163.3333333333,F3  (5,8)
163.3333333333,D3  (5,8)
163.375,A3  (2,5)
163.375,D3  (2,5)
163.375,F3  (2,5)
163.375,Bb3  (9,12)
163.5,F3  (1,4)
163.5,A3  (1,4)
163.5,D2  (1,4)
163.5,C4  (1,4)
163.5,D3  (1,4)
163.5,D1  (9,12)
163.5,Gb1  (9,12)
163.5,Bb3  (9,12)
163.5,F1  (9,12)
163.5026041667,D3  (9,12)
163.5052083333,Gb2  (9,12)
163.6197916667,F4  (7,10)
163.625,Bb3  (9,12)
163.6302083333,E0  (0,3)
163.75,A3  (2,5)
163.75,D3  (2,5)
163.75,F3  (2,5)
163.75,Bb1  (9,12)
163.75,Bb3  (9,12)
163.7552083333,F0  (0,3)
163.7552083333,E3  (9,12)
163.875,F3  (2,5)
163.875,D3  (2,5)
163.875,A3  (2,5)
163.875,Bb3  (9,12)
163.8802083333,Gb0  (0,3)
163.9947916667,Bb3  (7,10)
164,G1  (1,4)
164,Bb3  (1,4)
164,F3  (1,4)
164,D3  (1,4)
164,C1  (9,12)
164,Gb1  (9,12)
164,Bb3  (9,12)
164.0052083333,G0  (0,3)
164.0052083333,E3  (9,12)
164.125,Bb3  (9,12)
164.25,Bb2  (2,5)
164.25,F3  (2,5)
164.25,D3  (2,5)
164.25,Gb1  (9,12)
164.25,Bb3  (9,12)
164.375,Bb3  (9,12)
164.5,D1  (9,12)
164.5,Gb1  (9,12)
164.5,Bb3  (9,12)
164.5026041667,D3  (9,12)
164.625,F3  (2,5)
164.625,Bb2  (2,5)
164.625,D3  (2,5)
164.625,Bb3  (9,12)
164.75,Gb1  (9,12)
164.75,Bb3  (9,12)
164.875,C1  (9,12)
164.875,Bb3  (9,12)
164.8802083333,G0  (0,3)
164.8802083333,Eb3  (9,12)
165,F3  (2,5)
165,D3  (2,5)
165,Bb2  (2,5)
165,C1  (9,12)
165,Gb1  (9,12)
165,Bb3  (9,12)
165.0052083333,G0  (0,3)
165.0052083333,Eb3  (9,12)
165.125,Bb3  (9,12)
165.1302083333,Eb3  (9,12)
165.25,Gb1  (9,12)
165.25,Bb3  (9,12)
165.2552083333,E3  (9,12)
165.3333333333,E3  (5,8)
165.3333333333,C3  (5,8)
165.3333333333,A2  (5,8)
165.3333333333,F3  (10,13)
165.3333333333,D3  (10,13)
165.375,F3  (2,5)
165.375,D3  (2,5)
165.375,Bb2  (2,5)
165.375,Bb3  (9,12)
165.3802083333,G0  (0,3)
165.4947916667,C4  (7,10)
165.5,C1  (9,12)
165.5,D1  (9,12)
165.5,Gb1  (9,12)
165.5,Bb3  (9,12)
165.5026041667,D3  (9,12)
165.5052083333,A0  (0,3)
165.5052083333,Gb2  (9,12)
165.625,Bb3  (9,12)
165.75,A3  (1,4)
165.75,C4  (1,4)
165.75,A1  (1,4)
165.75,E3  (1,4)
165.75,C3  (2,5)
165.75,A2  (2,5)
165.75,F3  (2,5)
165.75,Bb1  (9,12)
165.75,Bb3  (9,12)
165.7552083333,E3  (9,12)
165.875,C3  (2,5)
165.875,A2  (2,5)
165.875,F3  (2,5)
165.875,Bb3  (9,12)
165.8802083333,A0  (0,3)
165.9947916667,D4  (7,10)
166,A3  (1,4)
166,F3  (1,4)
166,D3  (1,4)
166,Bb1  (1,4)
166,C1  (9,12)
166,Gb1  (9,12)
166,Bb3  (9,12)
166.0052083333,Bb0  (0,3)
166.0052083333,E3  (9,12)
166.125,Bb3  (9,12)
166.25,Bb2  (2,5)
166.25,F3  (2,5)
166.25,D3  (2,5)
166.25,Gb1  (9,12)
166.25,Bb3  (9,12)
166.375,Bb3  (9,12)
166.5,D1  (9,12)
166.5,Gb1  (9,12)
166.5,Bb3  (9,12)
166.5026041667,D3  (9,12)
166.625,F3  (2,5)
166.625,D3  (2,5)
166.625,Bb2  (2,5)
166.625,Bb3  (9,12)
166.6302083333,Bb1  (0,3)
166.75,Gb1  (9,12)
166.75,Bb3  (9,12)
166.875,C1  (9,12)
166.875,Bb3  (9,12)
166.8802083333,Bb0  (0,3)
166.8802083333,Eb3  (9,12)
167,F3  (2,5)
167,D3  (2,5)
167,Bb2  (2,5)
167,C1  (9,12)
167,Gb1  (9,12)
167,Bb3  (9,12)
167.0052083333,Bb0  (0,3)
167.0052083333,Eb3  (9,12)
167.125,Bb3  (9,12)
167.1302083333,Eb3  (9,12)
167.25,Gb1  (9,12)
167.25,Bb3  (9,12)
167.2552083333,E3  (9,12)
167.3333333333,D3  (5,8)
167.3333333333,F3  (5,8)
167.3333333333,A2  (5,8)
167.375,Bb2  (2,5)
167.375,F3  (2,5)
167.375,D3  (2,5)
167.375,Bb3  (9,12)
167.5,D1  (9,12)
167.5,Gb1  (9,12)
167.5,Bb3  (9,12)
167.5,F1  (9,12)
167.5026041667,D3  (9,12)
167.5052083333,Gb2  (9,12)
167.625,Bb3  (9,12)
167.75,F3  (2,5)
167.75,D3  (2,5)
167.75,Bb2  (2,5)
167.75,Bb1  (9,12)
167.75,Bb3  (9,12)
167.7552083333,E3  (9,12)
167.875,Bb2  (2,5)
167.875,D3  (2,5)
167.875,F3  (2,5)
167.875,Bb3  (9,12)
167.8802083333,Bb0  (0,3)
167.9947916667,C4  (7,10)
168,E3  (1,4)
168,G3  (1,4)
168,C3  (1,4)
168,A1  (1,4)
168,C1  (9,12)
168,Gb1  (9,12)
168,Bb3  (9,12)
168.0052083333,A0  (0,3)
168.0052083333,E3  (9,12)
168.125,Bb3  (9,12)
168.25,E3  (2,5)
168.25,A2  (2,5)
168.25,C3  (2,5)
168.25,Gb1  (9,12)
168.25,Bb3  (9,12)
168.375,Bb3  (9,12)
168.5,D1  (9,12)
168.5,Gb1  (9,12)
168.5,Bb3  (9,12)
168.5026041667,D3  (9,12)
168.5052083333,E1  (0,3)
168.625,E3  (2,5)
168.625,C3  (2,5)
168.625,A2  (2,5)
168.625,Bb3  (9,12)
168.75,Gb1  (9,12)
168.75,Bb3  (9,12)
168.875,C1  (9,12)
168.875,Bb3  (9,12)
168.8802083333,G1  (0,3)
168.8802083333,Eb3  (9,12)
168.9427083333,Ab1  (0,3)
169,E3  (2,5)
169,C3  (2,5)
169,A2  (2,5)
169,C1  (9,12)
169,Gb1  (9,12)
169,Bb3  (9,12)
169.0052083333,A1  (0,3)
169.0052083333,Eb3  (9,12)
169.125,Bb3  (9,12)
169.1302083333,Eb3  (9,12)
169.25,D1  (9,12)
169.25,Gb1  (9,12)
169.25,Bb3  (9,12)
169.25,F1  (9,12)
169.2552083333,E1  (0,3)
169.2552083333,E3  (9,12)
169.3333333333,D3  (5,8)
169.3333333333,G2  (5,8)
169.3333333333,Bb2  (5,8)
169.375,E3  (2,5)
169.375,C3  (2,5)
169.375,A2  (2,5)
169.375,Bb3  (9,12)
169.5,C1  (9,12)
169.5,Gb1  (9,12)
169.5,Bb3  (9,12)
169.5026041667,D3  (9,12)
169.5052083333,Gb2  (9,12)
169.625,Bb3  (9,12)
169.6302083333,A0  (0,3)
169.75,E3  (2,5)
169.75,C3  (2,5)
169.75,A2  (2,5)
169.75,D1  (9,12)
169.75,Gb1  (9,12)
169.75,Bb3  (9,12)
169.75,F1  (9,12)
169.7552083333,C1  (0,3)
169.7552083333,E3  (9,12)
169.875,C3  (2,5)
169.875,E3  (2,5)
169.875,A2  (2,5)
169.875,Bb3  (9,12)
169.9947916667,A4  (7,10)
170,D2  (1,4)
170,A3  (1,4)
170,D3  (1,4)
170,F3  (1,4)
170,A3  (2,5)
170,F3  (2,5)
170,D3  (2,5)
170,C1  (9,12)
170,Gb1  (9,12)
170,Bb3  (9,12)
170.0052083333,D1  (0,3)
170.0052083333,Db2  (9,12)
170.0052083333,E3  (9,12)
170.125,Bb3  (9,12)
170.25,F3  (2,5)
170.25,A3  (2,5)
170.25,D3  (2,5)
170.25,Gb1  (9,12)
170.25,Bb3  (9,12)
170.375,Bb3  (9,12)
170.5,D1  (9,12)
170.5,Gb1  (9,12)
170.5,Bb3  (9,12)
170.5026041667,D3  (9,12)
170.625,F3  (2,5)
170.625,D3  (2,5)
170.625,A3  (2,5)
170.625,Bb3  (9,12)
170.75,Gb1  (9,12)
170.75,Bb3  (9,12)
170.875,C1  (9,12)
170.875,Bb3  (9,12)
170.8802083333,D1  (0,3)
170.8802083333,Eb3  (9,12)
171,A3  (2,5)
171,F3  (2,5)
171,D3  (2,5)
171,C1  (9,12)
171,Gb1  (9,12)
171,Bb3  (9,12)
171.0052083333,D1  (0,3)
171.0052083333,Eb3  (9,12)
171.125,Bb3  (9,12)
171.1302083333,Eb3  (9,12)
171.25,Gb1  (9,12)
171.25,Bb3  (9,12)
171.2552083333,E3  (9,12)
171.3333333333,D3  (5,8)
171.3333333333,Bb2  (5,8)
171.3333333333,F3  (5,8)
171.375,F3  (2,5)
171.375,D3  (2,5)
171.375,A3  (2,5)
171.375,Bb3  (9,12)
171.5,D1  (9,12)
171.5,Gb1  (9,12)
171.5,Bb3  (9,12)
171.5,F1  (9,12)
171.5026041667,D3  (9,12)
171.5052083333,Gb2  (9,12)
171.625,Bb3  (9,12)
171.6302083333,E0  (0,3)
171.75,F3  (2,5)
171.75,A3  (2,5)
171.75,D3  (2,5)
171.75,Bb1  (9,12)
171.75,Bb3  (9,12)
171.7552083333,F0  (0,3)
171.7552083333,E3  (9,12)
171.875,Bb3  (9,12)
171.8802083333,Gb0  (0,3)
171.9947916667,G4  (7,10)
172,D3  (1,4)
172,F3  (1,4)
172,Bb2  (1,4)
172,G1  (1,4)
172,D3  (2,5)
172,F3  (2,5)
172,Bb2  (2,5)
172,C1  (9,12)
172,Gb1  (9,12)
172,Bb3  (9,12)
172.0052083333,G0  (0,3)
172.0052083333,E3  (9,12)
172.125,Bb3  (9,12)
172.25,F3  (2,5)
172.25,D3  (2,5)
172.25,Bb2  (2,5)
172.25,Gb1  (9,12)
172.25,Bb3  (9,12)
172.375,Bb3  (9,12)
172.3802083333,G0  (0,3)
172.5,D1  (9,12)
172.5,Gb1  (9,12)
172.5,Bb3  (9,12)
172.5026041667,D3  (9,12)
172.5052083333,A0  (0,3)
172.625,D3  (2,5)
172.625,Bb2  (2,5)
172.625,F3  (2,5)
172.625,Bb3  (9,12)
172.75,Gb1  (9,12)
172.75,Bb3  (9,12)
172.875,C1  (9,12)
172.875,Bb3  (9,12)
172.8802083333,A0  (0,3)
172.8802083333,Eb3  (9,12)
173,Bb2  (2,5)
173,F3  (2,5)
173,D3  (2,5)
173,C1  (9,12)
173,Gb1  (9,12)
173,Bb3  (9,12)
173.0052083333,Bb0  (0,3)
173.0052083333,Eb3  (9,12)
173.125,Bb3  (9,12)
173.1302083333,Eb3  (9,12)
173.25,E3  (3,6)
173.25,G3  (3,6)
173.25,Gb1  (9,12)
173.25,Bb3  (9,12)
173.2552083333,E3  (9,12)
173.3333333333,E3  (5,8)
173.3333333333,C3  (5,8)
173.3333333333,A2  (5,8)
173.375,F3  (2,5)
173.375,D3  (2,5)
173.375,Bb2  (2,5)
173.375,Bb3  (9,12)
173.3802083333,Bb0  (0,3)
173.5,D1  (9,12)
173.5,Gb1  (9,12)
173.5,Bb3  (9,12)
173.5,F1  (9,12)
173.5026041667,D3  (9,12)
173.5052083333,G1  (0,3)
173.5052083333,Gb2  (9,12)
173.625,F3  (3,6)
173.625,D3  (3,6)
173.625,Bb3  (9,12)
173.75,C3  (2,5)
173.75,A2  (2,5)
173.75,F3  (2,5)
173.75,Bb1  (9,12)
173.75,Bb3  (9,12)
173.7552083333,E3  (9,12)
173.875,F3  (3,6)
173.875,D3  (3,6)
173.875,Bb3  (9,12)
173.9947916667,A4  (7,10)
174,G3  (3,6)
174,E3  (3,6)
174,A3  (1,4)
174,F3  (1,4)
174,D3  (1,4)
174,Bb1  (1,4)
174,D3  (2,5)
174,F3  (2,5)
174,Bb2  (2,5)
174,C1  (9,12)
174,Gb1  (9,12)
174,Bb3  (9,12)
174.0052083333,Bb0  (0,3)
174.0052083333,E3  (9,12)
174.125,Bb3  (9,12)
174.25,D3  (3,6)
174.25,F3  (3,6)
174.25,F3  (2,5)
174.25,D3  (2,5)
174.25,Bb2  (2,5)
174.25,Gb1  (9,12)
174.25,Bb3  (9,12)
174.375,Bb3  (9,12)
174.5,E3  (3,6)
174.5,G3  (3,6)
174.5,D1  (9,12)
174.5,Gb1  (9,12)
174.5,Bb3  (9,12)
174.5026041667,D3  (9,12)
174.625,F3  (2,5)
174.625,D3  (2,5)
174.625,Bb2  (2,5)
174.625,Bb3  (9,12)
174.6302083333,Bb1  (0,3)
174.75,D3  (3,6)
174.75,F3  (3,6)
174.75,Gb1  (9,12)
174.75,Bb3  (9,12)
174.875,C1  (9,12)
174.875,Bb3  (9,12)
174.8802083333,Bb0  (0,3)
174.8802083333,Eb3  (9,12)
175,F3  (2,5)
175,Bb2  (2,5)
175,D3  (2,5)
175,C1  (9,12)
175,Gb1  (9,12)
175,Bb3  (9,12)
175.0052083333,Bb0  (0,3)
175.0052083333,Eb3  (9,12)
175.125,Bb3  (9,12)
175.1302083333,Eb3  (9,12)
175.25,E3  (3,6)
175.25,G3  (3,6)
175.25,Gb1  (9,12)
175.25,Bb3  (9,12)
175.2552083333,E3  (9,12)
175.3333333333,D3  (5,8)
175.3333333333,A2  (5,8)
175.3333333333,F3  (5,8)
175.375,D3  (2,5)
175.375,F3  (2,5)
175.375,Bb2  (2,5)
175.375,Bb3  (9,12)
175.5,D1  (9,12)
175.5,Gb1  (9,12)
175.5,Bb3  (9,12)
175.5026041667,D3  (9,12)
175.5052083333,F1  (9,12)
175.5052083333,Gb2  (9,12)
175.625,F3  (3,6)
175.625,D3  (3,6)
175.625,Bb3  (9,12)
175.75,D3  (2,5)
175.75,Bb2  (2,5)
175.75,F3  (2,5)
175.75,Bb1  (9,12)
175.75,Bb3  (9,12)
175.7552083333,E3  (9,12)
175.875,F3  (3,6)
175.875,D3  (3,6)
175.875,Bb3  (9,12)
175.9947916667,E4  (7,10)
176,G3  (3,6)
176,E3  (3,6)
176,C3  (1,4)
176,G3  (1,4)
176,E3  (1,4)
176,A1  (1,4)
176,E3  (2,5)
176,C3  (2,5)
176,A2  (2,5)
176,C1  (9,12)
176,Gb1  (9,12)
176,Bb3  (9,12)
176.0052083333,A0  (0,3)
176.0052083333,E3  (9,12)
176.125,Bb3  (9,12)
176.25,D3  (3,6)
176.25,F3  (3,6)
176.25,C3  (2,5)
176.25,E3  (2,5)
176.25,A2  (2,5)
176.25,Gb1  (9,12)
176.25,Bb3  (9,12)
176.375,Bb3  (9,12)
176.5,E3  (3,6)
176.5,G3  (3,6)
176.5,D1  (9,12)
176.5,Gb1  (9,12)
176.5,Bb3  (9,12)
176.5026041667,D3  (9,12)
176.5052083333,E1  (0,3)
176.625,E3  (2,5)
176.625,C3  (2,5)
176.625,A2  (2,5)
176.625,Bb3  (9,12)
176.75,D3  (3,6)
176.75,F3  (3,6)
176.75,Gb1  (9,12)
176.75,Bb3  (9,12)
176.875,C1  (9,12)
176.875,Bb3  (9,12)
176.8802083333,G1  (0,3)
176.8802083333,Eb3  (9,12)
176.9427083333,Ab1  (0,3)
177,E3  (2,5)
177,C3  (2,5)
177,A2  (2,5)
177,C1  (9,12)
177,Gb1  (9,12)
177,Bb3  (9,12)
177.0052083333,A1  (0,3)
177.0052083333,Eb3  (9,12)
177.125,Bb3  (9,12)
177.1302083333,Eb3  (9,12)
177.25,E3  (3,6)
177.25,G3  (3,6)
177.25,C1  (9,12)
177.25,Gb1  (9,12)
177.25,Bb3  (9,12)
177.2552083333,E3  (9,12)
177.3333333333,Bb2  (5,8)
177.3333333333,G2  (5,8)
177.375,E3  (2,5)
177.375,C3  (2,5)
177.375,A2  (2,5)
177.375,D1  (9,12)
177.375,Bb3  (9,12)
177.5,C1  (9,12)
177.5,D1  (9,12)
177.5,Gb1  (9,12)
177.5,Bb3  (9,12)
177.5026041667,D3  (9,12)
177.5052083333,A0  (0,3)
177.5052083333,F1  (9,12)
177.5052083333,Gb2  (9,12)
177.625,F3  (3,6)
177.625,D3  (3,6)
177.625,Bb3  (9,12)
177.625,B1  (9,12)
177.75,E3  (2,5)
177.75,C3  (2,5)
177.75,A2  (2,5)
177.75,Gb1  (9,12)
177.75,Bb3  (9,12)
177.75,G1  (9,12)
177.7552083333,E3  (9,12)
177.875,F3  (3,6)
177.875,D3  (3,6)
177.875,Bb3  (9,12)
178,G3  (3,6)
178,E3  (3,6)
178,A3  (1,4)
178,F3  (1,4)
178,D3  (1,4)
178,D2  (1,4)
178,C1  (9,12)
178,Gb1  (9,12)
178,Bb3  (9,12)
178.0052083333,D1  (0,3)
178.0052083333,Db2  (9,12)
178.0052083333,E3  (9,12)
178.125,Bb3  (9,12)
178.25,D3  (3,6)
178.25,F3  (3,6)
178.25,D3  (2,5)
178.25,A3  (2,5)
178.25,F3  (2,5)
178.25,Gb1  (9,12)
178.25,Bb3  (9,12)
178.375,Bb3  (9,12)
178.5,E3  (3,6)
178.5,G3  (3,6)
178.5,D1  (9,12)
178.5,Gb1  (9,12)
178.5,Bb3  (9,12)
178.5026041667,D3  (9,12)
178.625,D3  (2,5)
178.625,A3  (2,5)
178.625,F3  (2,5)
178.625,Bb3  (9,12)
178.6302083333,D2  (0,3)
178.75,D3  (3,6)
178.75,F3  (3,6)
178.75,Gb1  (9,12)
178.75,Bb3  (9,12)
178.875,C1  (9,12)
178.875,Bb3  (9,12)
178.8802083333,D1  (0,3)
178.8802083333,Eb3  (9,12)
179,D4  (1,4)
179,F4  (1,4)
179,A4  (1,4)
179,A3  (2,5)
179,D3  (2,5)
179,F3  (2,5)
179,C1  (9,12)
179,Gb1  (9,12)
179,Bb3  (9,12)
179.0052083333,D1  (0,3)
179.0052083333,Eb3  (9,12)
